1	nos sentimos muy a gusto .
1	buen servicio , ambiente acogedor y tranquilo , comida bien .
1	muy recomendable
1	la atencion es muy buena , los camareros estan muy pendientes de uno todo el tiempo .
1	y la comida espectacular , por eso lo bueno se paga ...
1	lo unico que vi flojo es que pedi un poco de salsa provenzal y nos la cobraron , por lo demas todo bien .
1	nada especial .
1	me haban comentado maravillas y est bien , pero nada ms .
1	las carnes bien , pero como muchas otras .
0	el precio , por lo que es la comida , para mi gusto es elevado .
1	la calidad del producto , el servicio , el entorno todo fue excelente
1	9reinas ya sido una de las mejores experiencias que hemos tenido en los ltimos aos .
1	el servicio es muy bueno y la calidad de la comida al mismo nivel .
1	los precios adecuados y bien puedes hacer un mayor o menor gasto en funcin de tu bolsillo por que la carta es muy amplia .
1	volveremos .
1	fabuloso , muy atentos la comida excelente y un ambiente estupendo .
1	mis amigos quedaron encantados y nosotros tambien .
1	vale la pena ir y probar sus carnes .
1	el restaurante es precioso , moderno y acogedor .
1	la comida est deliciosa y es de calidad .
1	el servicio muy atento .
1	hemos ido varias veces a cenar al 9reinas y nunca defrauda !
1	la calidad de las carnes el excelente servicio y su buena bodega lo convierte en un lugar espectacular ! !
1	sin duda repetiremos .
1	restaurante excelente con carne de alta calidad .
1	nos encanto !
1	la verdad es que todo muy bien ; el servicio , la comida y la apariencia , todo correcto .
1	hemos ido a cenar y la verdad es que nos ha encantado .
1	el sitio es muy bonito la comida estupenda y el trato inmejorable .
1	totalmente recomendable
1	ha sido todo excelente , la calidad , los tiempos , el ambiente ( quizas demasiado iluminado ) y el servicio .
1	el dulce de leche es divino .
1	primera visita a este restaurante con resultado satisfactorio .
1	calidad , profesionalidad y precio acorde con la oferta .
1	casi como en argentina .
1	fantastico ! ! !
1	delicioso ! ! !
1	resaturante fantstico con excelente comida y servicio aun mejor ! ! !
1	tremenda amabilidad , es un gustazo !
1	servicio muy bueno , faltan platitos para el pan , pero a pesar de eso , todo correcto .
0	estaria bien musica argentina .
1	los precios estan dentro de los parametros normales .
1	estuve ayer en una comida de negocio con un cliente y tanto el servicio como la calidad de la comida fu excelente .
1	enhorabuena ! !
1	un buen restaurant , aunque algo caro para la cantidad de comida que se sirve en el plato .
1	la tira de asado normal , nada extraordinaria .
1	muy bien los postres y el matambre .
0	se podria mejorar la iluminacin en la planta superior , demasiada luz plana .
1	recomendable 100 % .
1	un sitio precioso , con un ambiente exquisito .
1	el servicio inmejorable y la comida excepcional ! !
1	exquisitas las ensaladas y la carne .
1	abundante comida .
1	seguro que no te quedas con hambre y la claidad excelente .
1	la calidad de las carnes es insuperable y quiero destacar el excelente servicio recibido .
1	si no has probado sus carnes te estas perdiendo algo muy grande !
1	estuve cenando con unos amigos y la comida estuvo riqusima y el trato de las camareras excelente .
1	repetiremos seguro ! !
1	lo mejor : dejarse aconsejar por ellos a la hora de elegir plato .
1	me encanto ! ! !
1	sobran las palabras ... volver seguro !
1	el restaurants comimos muy bien y ademas un servicio encantador y eficiente .
1	tomamos vaco y entraas ( especialidades conocidas , entre otras cosas , por lo blando de su carne ) .
0	en algunos momentos , nos llegamos a preguntar si lo que tenamos en la boca era carne o un trozo de neumtico .
0	decepcionante ...
1	la calidad de la comida excelente , el servicio super amable y siempre atento .
1	el ambiente muy acogedor .
1	una experiencia culinaria inolvidable .
1	comida y servicio estupendo
1	todo muy bueno
1	ambiente ntimo y tranquilo , buen trato y buena calidad en las carnes .
1	el precio un tanto elevado pero razonable .
1	excelente carta , carnes exquisitas , especialidades riqusimas , ambiente ntimo y servicio atento .
1	muy buena relacin calidad-precio .
1	buen servicio , ambiente y excelente comida .
1	la comida muy rica , pero el local extremadamente ruidoso ( sobre todo el piso de arriba ) .
0	llegaba un momento en que apeteca irse por el ruido .
0	poca intimidad .
1	quizs bueno para cenas de grupo , pero parejas abstenerse .
1	local casi perfecto , cocina impecable , cantidad ms que abundante , extensa carta ( comida y vinos ) y precio adecuado a lo que oferta .
1	muy recomendable , por tanto .
1	como salvedad , dir que , a excepcin del jefe de sala ( o propietario , cosa que desconozco ) , atento , educado y detallista , el resto del servicio , pinganillos inalmbricos incluidos , no est a la altura del resto , ms en lo que respecta a educacin y formas que a la capacidad : habra que cuidar aspectos como retirar casi a la carrera platos sin terminar , tutear por defecto u ofrecer el silencio como toda respuesta a la duda del comensal en la eleccin entre dos opciones .
1	es una pena que inviertiendo exitosamente en lo complicado ( local , materia prima , imagen , sitio web ) se pase por alto lo bsico : un par de camareros dscolos que hagan rebajar la nota de un cliente de un excelente a un notable alto .
1	fue una cena perfecta , por el lugar y sobre todo por la comida .
1	tienen una carta bastante extensa donde cada plato parece mejor que el anterior .
1	para los amantes de la carne no dudis en pedir el solomillo del chef , exquisto .
1	<-> aunque los productos sean de calidad el precio es elevado
1	<+> el local y su situacin
1	slo puedo decir cosas buenas de este restaurante .
1	comimos muy bien y bien atendidos .
1	las gambas fresqusimas .
1	una maravilla como est decorado .
1	muy agradable y con unas vistas increbles .
0	de la comida no tengo nada que decir , pero las mesas se tocan , el servicio no es amable , en definitiva muy caro para lo que es calida precio totalmente desequilibrada .
1	he ido varias veces al restaurante .
1	la comida muy buena .
0	lo que no me gusta es el servicio .
0	el ltimo da que fuimos pedimos ostras y nos sentaron mal , a parte de que el camarero que nos sirvi serva el cava chorreando toda la mesa ... pasar mucho tiempo hasta q vuelva ...
1	fuimos un lunes noche de julio .
0	la nica sonrisa que vimos entre el personal fue de la chica que nos condujo a nuestra mesa .
0	a partir de ahi , caras serias ( por no decir de mal humor ) , distraidas , de los camareros ... que a veces se hacan esperar , y otras veces se abalanzaban para liquidar la mesa .
0	cubiertos mal puestos , sin la mas mnima delicadeza .
0	platos mal presentados , sobrevolando las cabezas de los comensales .
0	el servicio realmente malo .
1	la comida decente , aunque en relacin al precio no estaba a la altura .
0	lo siento , pero no lo recomiendo en tales condiciones .
1	saludos
1	ya no es lo que era ... ramon , ha bajado mucho , el servicio , la calidad de la comida , lo unico , la terraza .
0	sabado pasado , a las 13h , poca gente , o sea , cocina sin agobios , paella , simplemente lamentable .
0	es una pena , era de lo mejorcito de barcelona
0	cena de negocio a ms de 50 pp y de primeros : longaniza de vic ?
0	tal vez del lidl ; anchoas ?
0	"una o dos pp ; de segundo bacalao a la llauna diminuto con "" secas "" de lata / carne con patatas fritas fast food ."
0	"por el precio podran haber sido "" peladas y fritas "" , no ?"
0	en fin , lleno de turistas que vienen una sola vez ( de los cruceros ? )
1	sin importarles que el cliente vuelva de nuevo por ello .
0	muy defraudado por el precio y la calidad ; antes no eran as !
1	fue una cena para 4 en sbado estaba lleno .
1	el servicio fue perfecto .
1	la cocina deliciosa .
1	a travs de los aos nunca me han defraudado es un valor seguro .
1	coincido con los datos de la ficha .
1	la relacin calidad precio tambin es buena alrededor de 50 por persona pero para una cena perfecta no lo considero caro .
0	arroz caldoso lamentable ( para guiris , puede estar hasta bueno ) y caro en general .
1	muy bueno , calidad , servicio que justifican su precio .
1	y de vulgar nada de nada , todo lo contrario .
1	lo recomiendo a los que son capaces de apreciar y valorar el placer gastronmico .
1	personalmente este restaurante , ya por el servicio y la actitud de los camareros , del maitr es excelente , creo que este restaurante se merece una estrella michelin , ya que se come muy bien , son unas grandes personas .
1	el local es bonito y la situacin inmejorable .
0	sin embargo el precio es muy alto y con el tiempo ha ido subiendo de forma espectacular sin que mejore el producto .
0	yo no lo recomiendo .
0	caro .
1	la comida siempre bien .
1	si te toca cerca de los ventanales vistas de lujo .
