1	wir besuchten das chicago meatpackers , um selbstgemachte burger zu essen und ein paar pitcher bier bzw . cocktails zu trinken . dafür ist diese bar perfekt geeignet . sie liegt unmittelbar neben der oper , hat allerdings keine eigenen parkplätze , sodass man in den anliegenden seitenstraßen parken muss . wer einfach mal wieder lust auf gutes fleisch und angenehme , spaßige atmosphäre hat , der sollte dorthin gehen . zudem hängen auch einige fernseher , auf denen sportevents laufen . man kann auch nur an der bar ein paar getränke zu sich nehmen .
1	beim umzug nach frankfurt bekommt jeder neufrankfurter ein buch als willkommensgeschenk in dem sich viele informationen über die stadt , sowie zahlreiche gutscheine finden lassen . unter anderem auch ein 2 für 1 gutschein für schnitzel , bratkartoffeln , grüne soße und ein bier . diesen haben wir nun eingelöst . das restaurant lässt sich sehr schnell und einfach online buchen , die bedienung war freundlich und schnell und alles hat gepasst . zum ambiente kann ich nichts sagen , da wir draußen gesessen haben .
1	ich war mit 2 kollegen aus dem pott hier , zum abendessen . wir hatten münchner sauerbraten , brotzeitbrettl und schlachtplatte und vier halbe . alle waren begeistert und kommen gern wieder
1	schönes ambiente , leckere cocktails und gutes essen . nur hatte ich das gefühl , wenn mehr als vier personen zusammen bestellen , sind kellner und küche überfordert . wir waren zu sechst und haben für einfache gerichte fast eine stunde gewartet . und dann auch nicht alle zusammen . schade
1	das restaurant befindet sich direkt am heumarkt . das restaurant ist groß und verfügt über zahlreiche plätze - trotzdem ist die atmosphäre gemütlich . die küche ist ebenfalls zu empfehlen : insbesondere die - zudem sehr große - pizza ist berühmt . die preise sind leicht gehoben , der service sehr freundlich . fazit : ein besuch lohnt sich !
1	schon die location ist eine reisewert : direkt am kudamm , wo sich die welt trifft . im weltbruehmten bristol hotel kempinski und und wo in den 20erjahren das renomierte restaurant der familie kempinski war : treffpunkt der damaligen berliner intelligenz . das heutige ambiente , elegant aber nicht pomoes ist eine priviligierte vitrine und observatorium auf die welt , die vorbei flaniert . das essen kann nur gut sein und die preise angemessen .
0	"auf dem weg zu einem termin lädt die terrasse der "" rheinischen republik "" zu einer pause ein . was kann da schon schief gehen ? wie sich herausstellt , einiges . denn der eiskaffee , den wir bestellen , ist dünn und geschmacksarm . "" schmeckt irgendwie seltsam , wie nach gemüsebrühe "" sagen meine beiden begleiterinnen . der service nimmt es zur kenntnis , versichert uns aber , dass der "" wie immer "" zubereitet wurde ."
1	von karfreitag bis ostersonntag hatten wir zwei nächte im „ kempi “ gebucht . neben der exponierten lage am ku ´ damm hat uns das hotel-restaurant und bistro „ reinhard ´ s “ besonders gut gefallen : abends lecker essen und morgens ein für uns ausreichendes à-la-carte-frühstück , das etwa die hälfte des vom hotel veranschlagten buffetpreises ( fand ebenfalls im reinhard ´ s statt ) kostete .
1	das essen war sehr fein aber die bedienung lies zu wünschen übrig obwohl das lokal fast leer war wurde uns weder wein nachgeschenkt noch nach dessert oder kaffee gefragt ppersonal stand herum . das ist sehr schaade für ein so tolles restaurant
1	als erstbesucher waren wir neugierig . uns hat es in die störtebecker bierbar verschlagen . alles in allem ein sehr netter besuch . gemütliches ambiente . toll der blick durch das bodentiefe fenster . flotte , schnelle bedienung . kleinigkeiten zum essen , die appetit machen . allerdings preislich dem ort angemessen .
1	"mein freund und ich haben einen tag in frankfurt verbracht . ein bekannter hatte uns das "" leib und seele "" empfohlen . obwohl es zur mittagszeit gut gefüllt war , wurden wir schnell und freundlich bedient . das essen war wirklich lecker und die portionen gut ."
1	wir haben nett draußen gesessen . es gibt dort nur zweiertische . für 17 € mittsgsmenü bestehend aus salat , dem nudelgericht mit pilzen und hähnchenfilet und einer creme brulee . außerdem war der kellner super nett und witzig !
1	wann immer wir hierher kamen , es ist voll ... überwiegend junges publikum , meist in gruppen . das angebot ist überwältigend . die preise akzeptabel und daher eine empfehlung .
0	war am weihnachtsmarkt dort und nochmal im mai . das allerletzte mal . beide ober extrem unfreundlich . arroganten verhalten sehr schlimm . kann daher auch verstehen das zu beiden zeiten das lokal leer war .
1	ich muss sagen das frühstück ist sehr lecker , tolle auswahl an kuchen und pralinen , wir waren erst einmal abendessen und es war ganz gut ! preisleistung o . k .
0	bestellten donnerstag gegen 20.00 uhr salzburger nockerl . nach ein paar minuten die nachricht es wären keine eier mehr im haus und deswegen ginge das nicht . wir bestellten dann einen kaiserschmarrn und da gab es seltsamerweise keine probleme . eigentlich benötigt man dafür auch eier oder man verwendet einfach die gute teigmischung aus der tüte . ein schelm wer böses dabei denkt . fazit : außer einem netten ambiente nicht besonders empfehlenswert .
1	immer wieder essen wir beim kuffler vor der oper im brauhaus oder nach dem spaziergang im englischen garten im seehaus . auch gefeiert haben wir viel beim kuffler . danke . immer erste klasse . köstlich freundlich modern . der gast fühlt sich rundum wohl . immer vom feinsten immer gut . eins plus . wir kommen wieder . regelmäßig . danke . bussi
1	toller anlaufpunkt um original berliner essen zu genießen . tolle athmosphäre , gutes puplikum.im sommer noch besser , da man draußen an der spree sitzen kann.nicht ganz billig , aber ok.kann jeder zeit empfehlen .
1	das kleine lokal ist meist überfüllt , jedoch nicht bei unserem besuch . wir bekamen einen schönen kleinen ecktisch und wurden auch sofort bedient . die mitarbeiterin war sehr freundlich und entgegenkommend und empfahl uns einen sehr schmackhaften imbis . man möchte nicht stunden hier verbringen , aber dafür ist das restaurant ja auch nicht vorgesehen . für einen kurzen zwischenaufenthalt mit einer kleinen mahlzeit ist das störtebecker auf jeden fall ein gewinn .
1	wenn man steak und bier mag ist man hier einfach an der richtigen adresse . ok auch salad kann man essen .
1	nach ein paar stunden sightseeing zu fuß kam das kölsch genau richtig der flammkuchen war groß , reichhaltig belegt und auf den punkt gebacken .
