0	美味 しく ない わ 、 都内 に たく さん ある けど 。 もう 行か ない わ 。 味 の レベル 低い 。  同 ビル 3 階 に 同じ 値段 で 、 美味しい お 店 たく さん あり ます 。
1	建物 が レトロ で ステキ です 。 外国 から の お客さま に も 喜ば れ ます 。 2 階 が お 座敷 に なる ので 、 畳 に 座る こと が でき ない と キツイ です 。 要予 約 です 。
0	仮説 店舗 で 広々 し て い ます 。 1 5 時 は 人 が 少なく 閑散 とし て い て 、 店員 が 横 で 寝 て いる の が 気 に なり ます 。 以前 より 綺麗 に は なり まし た が 、 気軽 に 立ち寄り たい お 店 で は なく なり まし た 。
1	近所 の 喫煙 可能 な コーヒーショップ から 移動 し た ところ 、 こちら は 室内 は 全面 禁煙 。 一部机 に は pc 電源 も あり まし た 。 コーヒー の ショート が 3 0 2 円 （ 税込 み ） でし た が 、 ほか の お客さん も やる 気 に 満ち て いる よう 二 見 え まし た 。
1	サラダバー に は 、 パスタ ・ カレー ・ スープ も ３ 種 類 ある ので 、 サラダバー だけ でも 充分 満腹 に なり ます 。 私 は ランチタイム しか 行っ た こと が あませ ん が 、 ドーム で イベント が ある 日 は 混む の で 、 それ 以外 の 日 を 狙っ て いく の を オススメ し ます 。
1	週末 の 1 2 ： 0 0 頃 だっ た ので 、 少し並ん で まし た   定番 の とり そば 、 サッパリ し て 爽や か です   待 たず に 入れる なら 、 もっと 行き たいけど なぁ
1	牛タン 焼き が 分厚く て と にかく 食べ 応え が あり ます 。  店主 に 正しい 食べ方 を 伝授 し て もらっ て 、 ビックリ ！  簡単 に 分厚 い 牛タン が サクサク 噛み切れ まし た 。  〆 は テールスープ と 麦飯 で 大満 足 です 。
1	医学 部棟 の 1 3 階 に 、 あり ます 。 眺め が 良く 、 スカイツリー も 見え ます 。 ランチ は 8 0 0 円 代 の もの と 9 0 0 円 代 の もの が あり ます 。 味 は まあまあ 。 予約 も 出来 ます 。
0	美味 しく いた だき まし た が 、 鮮度 は 抜群 で は なく 、 また 、 値段 も 少し 高く 感じ まし た 。  都内 で は 、 この 質 で この 値段 は しょ う が ない の かな 、 という 感じ です 。  カウンター の 1 番 出入り 口側 の 席 で 食べ た の です が 、 レジ 横 で 立っ て 待っ て いる お客さん を 、 食べ て いる 人 の 真横 に 立た せる の は 如何 なもの かと 思い まし た 。  並ん で 待っ て いる 間 に オーダー を 取っ て もらい スムーズ でし た 。
1	白金 の ジャンボ より は 予約 が とれる ？ と 聞い て 予約 。 一度 は 満席 で 、 二度 目 に 行け まし た 。  どの お 肉も 質 が よく 、 肉 の おいしさ が 味わえ ます 。  ワイン もいろいろ おい て ある ので 一緒 に 楽しめ ます 。  薄い お 肉 を さっ と 炙っ て 卵 と 食べる メニュー が おすすめ です 。
1	和食 や ケーキ の メニュー も 豊富 です が 、 なん といって も 一押し は 抹茶 プリンパフェ です 。わらび もちや アイス 、 おまんじゅう の 下 に アイス や 抹茶 プリン が 入っ て い て 、 盛り だく さん で ほん と においしい です 。 セット で お茶 も 頼め ます が 私 は 茜富士 が おすすめ です 。 ご飯 も どれ を 頼ん で も おいしい です が 、 うどん と カレー が 私 は 好き です 。 うどん は 季節 により 冷やし と 暖かい もの が かわり ます 。
1	1 8 : 0 0 まで の 入店 で 通常 の 半額 程度 に なる コース を 利用 し まし た 。 なんと 鮨懐 石 が カウンター で ￥ 5 0 0 0 で し た 。 お 料理 の 内容 は 、 遜色 なく 、 ボリューム も とて も あり 、 大満足 でし た 。
1	休日 に ラクーア へ 。どこ もかし こも ご 飯や さん は 大行列 。。 それ に 比べ こういう お 店 は いい です ね 。 並ん で いる と 言っ て も 店内 で 座っ て ゆっくり 食べる スタイル で は ない の で 回転 が 早い 。 そして 銀 だ こ 美味 しい です 。 混ん だ 休日 ランチ は 銀 だこ が おすすめ です 。
0	家内 と クラウン という レストラン で 食事 を しまし た が 、 ランチ の コース に アラカルト の 前菜 ホワイトアスパラガス を 二人 で 一皿 追加 し たら 、 男性 給仕 係り が 家内 に対し て 、 食事 の 量 が 多すぎる 、 デザート は 食べ ます か ？、 紅茶 を 大量 に 注ぎ ましょ う と ３ 回 嫌味 を 言わ れ て 精神 的 に 傷つき まし た 。 食事 の 量 は 決し て 多く は あり ませ ん でし た が 。 と にかく 楽しい 食事 に は なり ませ ん でし た 。
1	出汁 が たい へんきい て いて と て も 美味しい です 。  お 野菜 を 自分 で 選べる の も いい です ね 。  お店は まる で 珈琲 店 の よう です 。  定期 的 に 行き たく なる お 店 です 。
1	湯島 の 路地 裏 に あり ます 。  お客さん は 女性 も 多い です 。  アボガド の サラダ が ドレッシング が 美味しい です 。  あと 、 トムカーガイ の 味 が 非常 に 私 に あっ て ます 。  餅米 に ガーリック 系 の おかず 食べる と 美味しい です 。  そんな に 高く なく 、 気取ら ない 雰囲 気 が とて も いい お 店 です 。
1	昔 から 変わら ない とんかつ 屋さん で 、 風情 の ある 店内 です 。 千切り キャベツ たっぷり の サラダ 、 漬け物 が 食べ 放題 です 。いつ も ヒレカツ を いた だい て い ます 。 柔らかい カツ が 本当 に 美味しい です 。 客 に 合わせ て カツ の 切り方 を 変える など 、 心遣い が ある お店 です 。
1	開店 直後 あたり に 行き まし た 。  早め に 行っ て 正解 。 どんどん 客 が 増え て 行き 、 あっと 言う間 に 満席 。    待ち 時間 は 無い ため 、 回転 は 速い です 。 私 自身 も 1 0 分 か から ず 完食 。    サイズ 中 に し まし た が 、 ボリューム 大 。 次 は 小 に し ます 。  トッピング は 天ぷら 中心 。 揚げ 置き な ので 、 それ なり です 。 讃岐 の 流儀 と 割り切っ て い ます 。
1	平日 ランチ で 来店 。 広々 と し た 店内 です し 、 ブース も それぞれ 離れ て いる ので 快適 。 ソフトドリンク の グレープフルーツジュース や オレンジジュース も 果肉 入り で 美味しい 。  ローストビーフ 、 山椒 水餃子 、 かみこみ 豚肉 は イチオシ 。  「 北海道 フェア 」 という ほど の ボリューム は あり ませ ん が 、 蟹 も 寿司 も ラーメン も ある し 楽しめる と 思い ます 。    御値 段的 に は 「 格安 」 で は ない ので 、 総合 点 は 下がり ます が   都内 で … と 考える と 無難 で は ある と 思い ます 。
0	休日 の 開店 直後 だっ た ので 、 まだ 空い て まし た 。  食べ たい もの がいろいろ あり 悩み まし た が 、 有楽 町 スペシャル という ガパオ と カレー と フォー の つい てる ランチ を 注文 。    メニュー の 写真 は 盛り だく さん で とて も 美味 し そう だっ た の です が …    出 て き た プレート は 、 スカスカ だし 彩り も イマイチ で ガッカリ 。    ガパオ と カレー が とて も 辛かっ た です が 、 フォー がつい て た ので 何 とか 中和 でき まし た 。
